"id","travel_date","province_thai","province_eng","region_thai","region_eng","no_tourist_all","no_tourist_foreign","no_tourist_stay","no_tourist_thai","ratio_tourist_stay","revenue_all","revenue_foreign","revenue_thai"
25257,"2022-02-01",หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,124709.0,484.0,51510.0,124225.0,42.36,162960000,770000.0,162190000
25258,"2022-02-01",บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,59426.0,407.0,31300.0,59019.0,51.27,74970000,790000.0,74180000
25259,"2022-02-01",อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,224154.0,540.0,95340.0,223614.0,48.14,425190000,1630000.0,423560000
25260,"2022-02-01",อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,159010.0,155.0,69782.0,158855.0,32.97,200480000,270000.0,200210000
25261,"2022-02-01",สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,111991.0,345.0,39216.0,111646.0,33.96,114130000,900000.0,113230000
25262,"2022-02-01",ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,29301.0,38.0,8820.0,29263.0,35.38,26890000,70000.0,26820000
25263,"2022-02-01",อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,17145.0,38.0,5244.0,17107.0,28.44,17390000,80000.0,17310000
25264,"2022-02-01",หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,20515.0,0.0,5953.0,20515.0,19.44,14940000,0.0,14940000
25265,"2023-02-01",กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,4697654.0,2157386.0,2427838.0,2540268.0,75.97,60435350000,47113530000,13321820000
25266,"2023-02-01",กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,1229084.0,22433.0,298484.0,1206651.0,65.23,2315770000,67620000,2248150000
25267,"2023-02-01",นครปฐม,Nakhon Pathom ,ภาคกลาง,central,253919.0,3854.0,68431.0,250065.0,43.87,339900000,9910000.0,329990000
25268,"2023-02-01",ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,953266.0,46444.0,484460.0,906822.0,75.26,3420450000,464710000,2955740000
25269,"2023-02-01",เพชรบุรี,Phetchaburi ,ภาคกลาง,central,861806.0,12929.0,319600.0,848877.0,67.09,2355980000,51670000,2304310000
25270,"2023-02-01",ราชบุรี,Ratchaburi ,ภาคกลาง,central,177957.0,11455.0,68884.0,166502.0,56.35,203600000,23830000,179770000
25271,"2023-02-01",สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,258047.0,68087.0,73380.0,189960.0,48.23,376080000,107060000,269020000
25272,"2023-02-01",สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,536843.0,13982.0,59707.0,522861.0,58.82,507160000,17710000,489450000
25273,"2023-02-01",สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,85102.0,1540.0,26505.0,83562.0,41.12,119340000,3140000.0,116200000
25274,"2023-02-01",ชัยนาท,Chainat ,ภาคกลาง,central,76937.0,406.0,17049.0,76531.0,45.03,101030000,380000.0,100650000
25275,"2023-02-01",นนทบุรี,Nonthaburi ,ภาคกลาง,central,293563.0,17834.0,74541.0,275729.0,53.71,396580000,25210000,371370000
25276,"2023-02-01",ปทุมธานี,Pathum Thani ,ภาคกลาง,central,203466.0,19166.0,33672.0,184300.0,45.45,292710000,26350000,266360000
25277,"2023-02-01",พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,828263.0,109923.0,80566.0,718340.0,58.78,1353750000,232930000,1120820000
25278,"2023-02-01",ลพบุรี,Lopburi ,ภาคกลาง,central,244243.0,2052.0,43697.0,242191.0,53.83,293160000,3100000.0,290060000
25279,"2023-02-01",สระบุรี,Saraburi ,ภาคกลาง,central,356692.0,3124.0,76562.0,353568.0,54.69,589520000,4860000.0,584660000
25280,"2023-02-01",สิงห์บุรี,Sing Buri ,ภาคกลาง,central,51144.0,526.0,13242.0,50618.0,42.12,64240000,1110000.0,63130000
25281,"2023-02-01",สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,552498.0,5470.0,88229.0,547028.0,62.85,646410000,7900000.0,638510000
25282,"2023-02-01",อ่างทอง,Ang Thong ,ภาคกลาง,central,87375.0,484.0,13167.0,86891.0,48.44,97380000,660000.0,96720000
25283,"2023-02-01",จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,329667.0,2957.0,96711.0,326710.0,64.67,1140350000,6100000.0,1134250000
25284,"2023-02-01",ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,431321.0,1167.0,28121.0,430154.0,39.87,478120000,1150000.0,476970000
25285,"2023-02-01",ชลบุรี,Chonburi ,ภาคตะวันออก,east,1765942.0,712685.0,1195173.0,1053257.0,74.74,15616730000,10090620000,5526110000
25286,"2023-02-01",ตราด,Trat ,ภาคตะวันออก,east,142183.0,14498.0,124282.0,127685.0,54.42,945360000,104380000,840980000
25287,"2023-02-01",นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,131283.0,944.0,84037.0,130339.0,59.97,306000000,3020000.0,302980000
25288,"2023-02-01",ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,99191.0,436.0,55057.0,98755.0,44.74,277280000,1530000.0,275750000
25289,"2023-02-01",ระยอง,Rayong ,ภาคตะวันออก,east,392286.0,33424.0,228041.0,358862.0,66.12,1410470000,100150000,1310320000
25290,"2023-02-01",สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,99892.0,1323.0,36084.0,98569.0,46.08,324380000,3210000.0,321170000
25291,"2023-02-01",กระบี่,Krabi ,ภาคใต้,south,288357.0,119419.0,152480.0,168938.0,75.52,2255870000,654600000,1601270000
25292,"2023-02-01",ชุมพร,Chumphon ,ภาคใต้,south,125871.0,815.0,97457.0,125056.0,60.89,308060000,1860000.0,306200000
25293,"2023-02-01",นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,276244.0,1791.0,166307.0,274453.0,65.32,647180000,4810000.0,642370000
25294,"2023-02-01",พังงา,Phang Nga ,ภาคใต้,south,230469.0,156043.0,61794.0,74426.0,65.23,980200000,723280000,256920000
25295,"2023-02-01",ภูเก็ต,Phuket ,ภาคใต้,south,950848.0,687998.0,773321.0,262850.0,85.19,34572500000,32899830000,1672670000
25296,"2023-02-01",ระนอง,Ranong ,ภาคใต้,south,62771.0,1402.0,40081.0,61369.0,57.37,124430000,3500000.0,120930000
25297,"2023-02-01",สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,527449.0,182356.0,349766.0,345093.0,74.84,3597540000,1800050000,1797490000
25298,"2023-02-01",ตรัง,Trang ,ภาคใต้,south,109183.0,3383.0,73095.0,105800.0,56.35,355580000,10210000,345370000
25299,"2023-02-01",นราธิวาส,Narathiwat ,ภาคใต้,south,65895.0,27580.0,30238.0,38315.0,55.62,136880000,72710000,64170000
25300,"2023-02-01",ปัตตานี,Pattani ,ภาคใต้,south,28033.0,2609.0,16263.0,25424.0,44.2,53070000,1100000.0,51970000
25301,"2023-02-01",พัทลุง,Phatthalung ,ภาคใต้,south,90971.0,974.0,39524.0,89997.0,60.14,89420000,740000.0,88680000
25302,"2023-02-01",ยะลา,Yala ,ภาคใต้,south,134064.0,46452.0,89915.0,87612.0,79.57,266960000,128210000,138750000
25303,"2023-02-01",สงขลา,Songkhla ,ภาคใต้,south,358211.0,197766.0,176046.0,160445.0,63.53,2023920000,1171350000,852570000
25304,"2023-02-01",สตูล,Satun ,ภาคใต้,south,144382.0,9642.0,72416.0,134740.0,56.3,588400000,34430000,553970000
25305,"2023-02-01",เชียงราย,Chiang Rai ,ภาคเหนือ,north,560745.0,74602.0,332976.0,486143.0,75.48,4147900000,896310000,3251590000
25306,"2023-02-01",เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,954699.0,376511.0,626720.0,578188.0,78.48,7709940000,3546450000,4163490000
25307,"2023-02-01",น่าน,Nan ,ภาคเหนือ,north,180728.0,1612.0,118965.0,179116.0,93.51,455740000,9350000.0,446390000
25308,"2023-02-01",พะเยา,Phayao ,ภาคเหนือ,north,96128.0,4730.0,45035.0,91398.0,75.63,207320000,14590000,192730000
25309,"2023-02-01",แพร่,Phrae ,ภาคเหนือ,north,113825.0,972.0,47221.0,112853.0,65.86,255840000,2640000.0,253200000
25310,"2023-02-01",แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,105495.0,18407.0,91251.0,87088.0,58.6,488060000,109100000,378960000
25311,"2023-02-01",ลำปาง,Lampang ,ภาคเหนือ,north,142332.0,6063.0,52194.0,136269.0,60.28,446170000,31010000,415160000
25312,"2023-02-01",ลำพูน,Lamphun ,ภาคเหนือ,north,97673.0,6649.0,20293.0,91024.0,60.4,137670000,15370000,122300000
25313,"2023-02-01",กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,71639.0,2483.0,32941.0,69156.0,40.24,136550000,5290000.0,131260000
25314,"2023-02-01",ตาก,Tak ,ภาคเหนือ,north,190910.0,4999.0,137389.0,185911.0,72.18,637650000,24030000,613620000
25315,"2023-02-01",นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,182453.0,755.0,82503.0,181698.0,52.06,481030000,2730000.0,478300000
25316,"2023-02-01",พิจิตร,Phichit ,ภาคเหนือ,north,59261.0,135.0,31708.0,59126.0,51.62,106830000,340000.0,106490000
25317,"2023-02-01",พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,260109.0,10424.0,131376.0,249685.0,50.9,702610000,32280000,670330000
25318,"2023-02-01",เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,262679.0,7461.0,191571.0,255218.0,67.46,889050000,28930000,860120000
25319,"2023-02-01",สุโขทัย,Sukhothai ,ภาคเหนือ,north,98421.0,17758.0,46381.0,80663.0,38.93,249340000,55900000,193440000
25320,"2023-02-01",อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,88505.0,563.0,46461.0,87942.0,42.06,138670000,1500000.0,137170000
25321,"2023-02-01",อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,80105.0,95.0,27584.0,80010.0,50.82,127980000,190000.0,127790000
25322,"2023-02-01",กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,76200.0,2395.0,25610.0,73805.0,57.84,86990000,7660000.0,79330000
25323,"2023-02-01",ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,323385.0,9004.0,159207.0,314381.0,58.02,880230000,24010000,856220000
25324,"2023-02-01",นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,177898.0,10621.0,65810.0,167277.0,76.0,284480000,27040000,257440000
25325,"2023-02-01",บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,57632.0,1922.0,31029.0,55710.0,50.52,77960000,3640000.0,74320000
25326,"2023-02-01",มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,51326.0,754.0,25011.0,50572.0,53.61,60210000,1860000.0,58350000
25327,"2023-02-01",เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,165602.0,2223.0,100440.0,163379.0,60.77,356640000,7940000.0,348700000
25328,"2023-02-01",สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,149330.0,1204.0,55532.0,148126.0,50.31,201730000,3070000.0,198660000
25329,"2023-02-01",หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,250754.0,64660.0,83983.0,186094.0,65.49,424120000,148150000,275970000
25330,"2023-02-01",หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,26659.0,164.0,7684.0,26495.0,33.3,19970000,150000.0,19820000
25331,"2023-02-01",อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,329825.0,41885.0,129989.0,287940.0,62.39,661880000,141440000,520440000
25332,"2023-02-01",ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,94804.0,414.0,53330.0,94390.0,44.61,128520000,920000.0,127600000
25333,"2023-02-01",นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,612608.0,9784.0,359110.0,602824.0,64.15,1037380000,29880000,1007500000
25334,"2023-02-01",บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,273722.0,3330.0,131056.0,270392.0,68.17,550940000,9690000.0,541250000
25335,"2023-02-01",มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,158380.0,8955.0,40096.0,149425.0,51.12,234090000,20650000,213440000
25336,"2023-02-01",ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,36381.0,119.0,10171.0,36262.0,38.39,35850000,170000.0,35680000
25337,"2023-02-01",ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,67845.0,730.0,32125.0,67115.0,52.97,90520000,1920000.0,88600000
25338,"2023-02-01",ศรีสะเกษ,Sisaket ,ภาคใต้,south,56593.0,309.0,21548.0,56284.0,39.82,65190000,700000.0,64490000
25339,"2023-02-01",สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,98256.0,2072.0,71567.0,96184.0,55.1,170750000,4000000.0,166750000
25340,"2023-02-01",อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,21896.0,400.0,6589.0,21496.0,38.09,23700000,720000.0,22980000
25341,"2023-02-01",อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,408846.0,1193.0,83749.0,407653.0,45.4,616180000,2960000.0,613220000
25342,"2019-03-01",กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,5185040.0,2087831.0,2887616.0,3097209.0,84.4,70994130000,44928070000,26066060000
25343,"2019-03-01",ลพบุรี,Lopburi ,ภาคกลาง,central,255516.0,1803.0,49165.0,253713.0,56.37,434570000,4120000.0,430450000
25344,"2019-03-01",พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,673327.0,157774.0,107843.0,515553.0,68.83,1327300000,359420000,967880000
25345,"2019-03-01",สระบุรี,Saraburi ,ภาคกลาง,central,192040.0,4960.0,83226.0,187080.0,64.39,322140000,9860000.0,312280000
25346,"2019-03-01",ชัยนาท,Chainat ,ภาคกลาง,central,79017.0,340.0,27089.0,78677.0,78.55,101680000,560000.0,101120000
25347,"2019-03-01",นครปฐม,Nakhon Pathom ,ภาคกลาง,central,276857.0,11678.0,110746.0,265179.0,68.92,381500000,16830000,364670000
25348,"2019-03-01",สิงห์บุรี,Sing Buri ,ภาคกลาง,central,52548.0,197.0,19292.0,52351.0,64.64,74010000,320000.0,73690000
25349,"2019-03-01",อ่างทอง,Ang Thong ,ภาคกลาง,central,101423.0,4690.0,18721.0,96733.0,72.38,128750000,5120000.0,123630000
25350,"2019-03-01",นนทบุรี,Nonthaburi ,ภาคกลาง,central,288068.0,22677.0,87512.0,265391.0,67.52,460560000,78460000,382100000
25351,"2019-03-01",ปทุมธานี,Pathum Thani ,ภาคกลาง,central,211911.0,68875.0,50810.0,143036.0,57.7,286760000,117410000,169350000
25352,"2019-03-01",สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,408778.0,200713.0,109200.0,208065.0,67.25,789600000,467760000,321840000
25353,"2019-03-01",สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,109452.0,348.0,56681.0,109104.0,61.11,164790000,600000.0,164190000
25354,"2019-03-01",ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,267162.0,3047.0,38242.0,264115.0,60.15,289300000,3900000.0,285400000
25355,"2019-03-01",ราชบุรี,Ratchaburi ,ภาคกลาง,central,147825.0,5331.0,58254.0,142494.0,57.76,282560000,12680000,269880000
25356,"2019-03-01",กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,657920.0,51608.0,295348.0,606312.0,65.29,2382220000,293300000,2088920000
25357,"2019-03-01",สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,178616.0,3562.0,57907.0,175054.0,64.37,305430000,6890000.0,298540000
25358,"2019-03-01",สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,220179.0,1485.0,92857.0,218694.0,84.63,455060000,2320000.0,452740000
25359,"2019-03-01",เพชรบุรี,Phetchaburi ,ภาคกลาง,central,640189.0,53478.0,317757.0,586711.0,71.65,2058250000,438120000,1620130000
25360,"2019-03-01",ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,603965.0,94960.0,364411.0,509005.0,61.58,3425440000,918840000,2506600000
25361,"2019-03-01",ชลบุรี,Chonburi ,ภาคตะวันออก,east,1560331.0,844994.0,1310969.0,715337.0,81.72,25984460000,21500340000,4484120000
25362,"2019-03-01",จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,261843.0,5798.0,120696.0,256045.0,70.57,855130000,40660000,814470000
25363,"2019-03-01",ตราด,Trat ,ภาคตะวันออก,east,222080.0,77346.0,203275.0,144734.0,78.72,2024070000,1110930000,913140000
25364,"2019-03-01",นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,271686.0,1787.0,137325.0,269899.0,62.09,821540000,4570000.0,816970000
25365,"2019-03-01",ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,161188.0,8071.0,92481.0,153117.0,65.0,455720000,25750000,429970000
25366,"2019-03-01",ระยอง,Rayong ,ภาคตะวันออก,east,670764.0,63274.0,389729.0,607490.0,73.54,2484600000,416110000,2068490000
25367,"2019-03-01",สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,204831.0,27401.0,73040.0,177430.0,56.51,597230000,77510000,519720000
25368,"2019-03-01",ภูเก็ต,Phuket ,ภาคใต้,south,1645784.0,1167915.0,1483133.0,477869.0,85.51,50668130000,44296100000,6372030000
25369,"2019-03-01",พัทลุง,Phatthalung ,ภาคใต้,south,128439.0,484.0,71762.0,127955.0,73.36,192980000,1540000.0,191440000
25370,"2019-03-01",ตรัง,Trang ,ภาคใต้,south,177201.0,20872.0,134273.0,156329.0,81.81,1266700000,189280000,1077420000
25371,"2019-03-01",ระนอง,Ranong ,ภาคใต้,south,122332.0,5954.0,94522.0,116378.0,67.55,400440000,38470000,361970000
25372,"2019-03-01",ชุมพร,Chumphon ,ภาคใต้,south,121596.0,10184.0,96986.0,111412.0,67.47,518020000,47630000,470390000
25373,"2019-03-01",ปัตตานี,Pattani ,ภาคใต้,south,24801.0,165.0,19957.0,24636.0,86.51,87240000,730000.0,86510000
25374,"2019-03-01",ยะลา,Yala ,ภาคใต้,south,50066.0,43164.0,46601.0,6902.0,54.73,224890000,198160000,26730000
25375,"2019-03-01",นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,348245.0,13394.0,221618.0,334851.0,58.96,1151870000,43220000,1108650000
25376,"2019-03-01",นราธิวาส,Narathiwat ,ภาคใต้,south,72289.0,42800.0,58297.0,29489.0,77.75,261580000,183830000,77750000
25377,"2019-03-01",กระบี่,Krabi ,ภาคใต้,south,669491.0,379784.0,418573.0,289707.0,80.89,12542640000,7875340000,4667300000
25378,"2019-03-01",สงขลา,Songkhla ,ภาคใต้,south,677099.0,251829.0,394974.0,425270.0,76.34,5918620000,3037750000,2880870000
25379,"2019-03-01",พังงา,Phang Nga ,ภาคใต้,south,502808.0,381987.0,118568.0,120821.0,81.14,5836420000,5094880000,741540000
25380,"2019-03-01",สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,535019.0,368262.0,481231.0,166757.0,76.57,9943660000,8775020000,1168640000
25381,"2019-03-01",สตูล,Satun ,ภาคใต้,south,220122.0,19955.0,92118.0,200167.0,81.33,1843210000,100590000,1742620000
25382,"2019-03-01",กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,65938.0,1821.0,40635.0,64117.0,53.36,138360000,5900000.0,132460000
25383,"2019-03-01",เชียงราย,Chiang Rai ,ภาคเหนือ,north,291144.0,46981.0,258746.0,244163.0,48.32,2064800000,402720000,1662080000
25384,"2019-03-01",เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,847850.0,308127.0,683748.0,539723.0,65.76,8940770000,4022860000,4917910000
25385,"2019-03-01",พิจิตร,Phichit ,ภาคเหนือ,north,60809.0,583.0,43894.0,60226.0,53.85,128700000,900000.0,127800000
25386,"2019-03-01",นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,167406.0,6474.0,103725.0,160932.0,55.86,307970000,8890000.0,299080000
25387,"2019-03-01",ตาก,Tak ,ภาคเหนือ,north,207002.0,4938.0,156454.0,202064.0,66.76,612900000,17700000,595200000
25388,"2019-03-01",พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,321948.0,20358.0,168752.0,301590.0,59.56,823220000,65370000,757850000
25389,"2019-03-01",พะเยา,Phayao ,ภาคเหนือ,north,57196.0,2969.0,23848.0,54227.0,47.39,104920000,3950000.0,100970000
25390,"2019-03-01",เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,190261.0,2043.0,159094.0,188218.0,56.45,640540000,5660000.0,634880000
25391,"2019-03-01",แพร่,Phrae ,ภาคเหนือ,north,70016.0,6929.0,29944.0,63087.0,54.95,153860000,25790000,128070000
25392,"2019-03-01",ลำปาง,Lampang ,ภาคเหนือ,north,94141.0,8640.0,55552.0,85501.0,62.89,272040000,42960000,229080000
25393,"2019-03-01",ลำพูน,Lamphun ,ภาคเหนือ,north,100441.0,4771.0,23632.0,95670.0,57.14,157680000,9300000.0,148380000
25394,"2019-03-01",แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,90795.0,22597.0,85512.0,68198.0,45.38,424600000,170560000,254040000
25395,"2019-03-01",อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,114129.0,760.0,59918.0,113369.0,58.25,231040000,1700000.0,229340000
25396,"2019-03-01",อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,75114.0,296.0,30117.0,74818.0,51.89,121340000,1000000.0,120340000
25397,"2019-03-01",สุโขทัย,Sukhothai ,ภาคเหนือ,north,128216.0,38659.0,75864.0,89557.0,62.58,299310000,127660000,171650000
25398,"2019-03-01",น่าน,Nan ,ภาคเหนือ,north,91125.0,2056.0,76875.0,89069.0,63.14,268470000,10060000,258410000
25399,"2019-03-01",กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,61179.0,271.0,22860.0,60908.0,55.35,92250000,600000.0,91650000
25400,"2019-03-01",ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,591186.0,6983.0,226450.0,584203.0,62.02,1762340000,21380000,1740960000
25401,"2019-03-01",ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,108648.0,515.0,57589.0,108133.0,56.32,142940000,1290000.0,141650000
25402,"2019-03-01",นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,92322.0,4707.0,41726.0,87615.0,55.19,196910000,6340000.0,190570000
25403,"2019-03-01",นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,833010.0,21756.0,436561.0,811254.0,65.89,2071230000,103020000,1968210000
25404,"2019-03-01",บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,181050.0,4283.0,111294.0,176767.0,66.41,355840000,6460000.0,349380000
25405,"2019-03-01",มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,64393.0,1059.0,40304.0,63334.0,56.24,102690000,1360000.0,101330000
25406,"2019-03-01",มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,201604.0,13121.0,65556.0,188483.0,59.07,356580000,29240000,327340000
25407,"2019-03-01",ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,65132.0,767.0,33357.0,64365.0,53.91,89370000,1630000.0,87740000
25408,"2019-03-01",เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,169486.0,1961.0,104187.0,167525.0,59.45,377880000,7150000.0,370730000
25409,"2019-03-01",ศรีสะเกษ,Sisaket ,ภาคใต้,south,185757.0,2171.0,44457.0,183586.0,67.11,285150000,5530000.0,279620000
25410,"2019-03-01",สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,122983.0,2987.0,92390.0,119996.0,59.47,317320000,9720000.0,307600000
25411,"2019-03-01",หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,208054.0,54357.0,96921.0,153697.0,63.55,441470000,76280000,365190000
25412,"2019-03-01",บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,58605.0,203.0,33727.0,58402.0,56.83,122420000,490000.0,121930000
25413,"2019-03-01",อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,280738.0,16259.0,188534.0,264479.0,76.85,770240000,77820000,692420000
25414,"2019-03-01",อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,281623.0,15848.0,131115.0,265775.0,66.27,890100000,74750000,815350000
25415,"2019-03-01",สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,102171.0,319.0,58042.0,101852.0,52.84,211480000,1000000.0,210480000
25416,"2019-03-01",ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,54505.0,1349.0,15786.0,53156.0,58.78,70430000,2900000.0,67530000
25417,"2019-03-01",อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,24786.0,693.0,9658.0,24093.0,66.07,39070000,1580000.0,37490000
25418,"2019-03-01",หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,33814.0,83.0,13115.0,33731.0,54.95,35770000,120000.0,35650000
25419,"2020-03-01",กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,1184699.0,367884.0,601577.0,816815.0,18.43,14740850000,8337670000,6403180000
25420,"2020-03-01",ลพบุรี,Lopburi ,ภาคกลาง,central,78793.0,408.0,14581.0,78385.0,19.78,138970000,920000.0,138050000
25421,"2020-03-01",พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,63597.0,8418.0,29532.0,55179.0,17.77,123840000,18120000,105720000
25422,"2020-03-01",สระบุรี,Saraburi ,ภาคกลาง,central,39356.0,598.0,16991.0,38758.0,13.1,66300000,1210000.0,65090000
25423,"2020-03-01",ชัยนาท,Chainat ,ภาคกลาง,central,10295.0,68.0,3363.0,10227.0,10.92,13160000,110000.0,13050000
25424,"2020-03-01",นครปฐม,Nakhon Pathom ,ภาคกลาง,central,77042.0,493.0,32404.0,76549.0,19.98,109100000,690000.0,108410000
25425,"2020-03-01",สิงห์บุรี,Sing Buri ,ภาคกลาง,central,13946.0,59.0,4079.0,13887.0,16.9,18930000,90000.0,18840000
25426,"2020-03-01",อ่างทอง,Ang Thong ,ภาคกลาง,central,13506.0,43.0,2025.0,13463.0,8.63,16490000,50000.0,16440000
25427,"2020-03-01",นนทบุรี,Nonthaburi ,ภาคกลาง,central,40214.0,2704.0,8526.0,37510.0,7.88,56280000,8240000.0,48040000
25428,"2020-03-01",ปทุมธานี,Pathum Thani ,ภาคกลาง,central,17862.0,1954.0,5466.0,15908.0,6.81,22810000,3250000.0,19560000
